テーブルキー,ビュー名(テーブル名),元ファイル名,カラム名,データ型,NULL許容しない,主キー
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,室,VARCHAR,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,班,VARCHAR,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,係,VARCHAR,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,支出先ブロック番号,VARCHAR,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,支出先ブロック名,INTEGER,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,支出先の数,DOUBLE,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,事業を行う上での役割,INTEGER,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,ブロックの合計支出額,DOUBLE,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,支出先名,VARCHAR,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,法人番号,DOUBLE,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,所在地,VARCHAR,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,法人種別,DOUBLE,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,その他支出先,BOOLEAN,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,支出先の合計支出額,DOUBLE,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,契約概要,VARCHAR,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,金額,DOUBLE,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,契約方式等,VARCHAR,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,具体的な契約方式等,VARCHAR,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,入札者数,DOUBLE,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,落札率,DOUBLE,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,一者応札・一者応募又は競争性のない随意契約となった理由及び改善策（支出額10億円以上）,VARCHAR,False,False
tbl_5_1_details,支出先_支出情報_明細,5-1_RS_2024_支出先_支出情報.zip,その他の契約,BOOLEAN,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,シート種別,VARCHAR,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,事業年度,BIGINT,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,予算事業ID,BIGINT,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,事業名,VARCHAR,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,府省庁の建制順,BIGINT,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,政策所管府省庁,VARCHAR,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,府省庁,VARCHAR,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,局・庁,VARCHAR,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,部,VARCHAR,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,課,VARCHAR,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,室,VARCHAR,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,班,VARCHAR,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,係,VARCHAR,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,支出先ブロック番号,VARCHAR,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,支出先ブロック名,VARCHAR,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,支出先の数,DOUBLE,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,事業を行う上での役割,VARCHAR,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,ブロックの合計支出額,DOUBLE,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,支出先名,VARCHAR,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,法人番号,DOUBLE,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,所在地,VARCHAR,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,法人種別,DOUBLE,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,その他支出先,BOOLEAN,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,支出先の合計支出額,DOUBLE,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,契約概要,INTEGER,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,金額,DOUBLE,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,契約方式等,INTEGER,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,具体的な契約方式等,INTEGER,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,入札者数,DOUBLE,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,落札率,DOUBLE,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,一者応札・一者応募又は競争性のない随意契約となった理由及び改善策（支出額10億円以上）,INTEGER,False,False
tbl_5_1_summary,支出先_支出情報_サマリー,5-1_RS_2024_支出先_支出情報.zip,その他の契約,INTEGER,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,シート種別,VARCHAR,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,事業年度,BIGINT,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,予算事業ID,BIGINT,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,事業名,VARCHAR,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,府省庁の建制順,BIGINT,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,政策所管府省庁,VARCHAR,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,府省庁,VARCHAR,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,局・庁,VARCHAR,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,部,VARCHAR,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,課,VARCHAR,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,室,VARCHAR,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,班,VARCHAR,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,係,VARCHAR,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,支出元の支出先ブロック,VARCHAR,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,支出元の支出先ブロック名,VARCHAR,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,担当組織からの支出,BOOLEAN,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,支出先の支出先ブロック,VARCHAR,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,支出先の支出先ブロック名,VARCHAR,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,資金の流れの補足情報,VARCHAR,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,国自らが支出する間接経費,VARCHAR,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,国自らが支出する間接経費の項目,VARCHAR,False,False
tbl_5_2,支出先_支出ブロックのつながり,5-2_RS_2024_支出先_支出ブロックのつながり.zip,国自らが支出する間接経費の金額,DOUBLE,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,シート種別,VARCHAR,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,事業年度,BIGINT,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,予算事業ID,BIGINT,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,事業名,VARCHAR,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,府省庁の建制順,BIGINT,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,政策所管府省庁,VARCHAR,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,府省庁,VARCHAR,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,局・庁,VARCHAR,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,部,VARCHAR,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,課,VARCHAR,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,室,VARCHAR,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,班,VARCHAR,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,係,VARCHAR,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,支出先ブロック番号,VARCHAR,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,支出先名,VARCHAR,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,法人番号,DOUBLE,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,契約概要,VARCHAR,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,費目,VARCHAR,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,使途,VARCHAR,False,False
tbl_5_3,支出先_費目・使途,5-3_RS_2024_支出先_費目・使途.zip,金額,DOUBLE,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,シート種別,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,事業年度,BIGINT,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,予算事業ID,BIGINT,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,事業名,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,府省庁の建制順,BIGINT,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,政策所管府省庁,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,府省庁,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,局・庁,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,部,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,課,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,室,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,班,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,係,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,支出先ブロック（国庫債務負担行為等による契約）,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,契約先名（国庫債務負担行為等による契約）,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,契約先の法人番号（国庫債務負担行為等による契約）,DOUBLE,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,契約先の所在地（国庫債務負担行為等による契約）,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,契約先の法人種別（国庫債務負担行為等による契約）,DOUBLE,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,契約概要（契約名）（国庫債務負担行為等による契約）,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,その他の契約,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,契約額（国庫債務負担行為等による契約）,DOUBLE,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,契約方式等（国庫債務負担行為等による契約）,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,具体的な契約方式等（国庫債務負担行為等による契約）,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,入札者数（応募者数）（国庫債務負担行為等による契約）,DOUBLE,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,落札率（％）（国庫債務負担行為等による契約）,DOUBLE,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,一者応札・一者応募又は競争性のない随意契約となった理由及び改善策（契約額10億円以上）（国庫債務負担行為等による契約）,VARCHAR,False,False
tbl_5_4,支出先_国庫債務負担行為等による契約,5-4_RS_2024_支出先_国庫債務負担行為等による契約.zip,その他の契約（国庫債務負担行為等による契約）,VARCHAR,False,False
tbl_6_1,その他備考,6-1_RS_2024_その他備考.zip,シート種別,VARCHAR,False,False
tbl_6_1,その他備考,6-1_RS_2024_その他備考.zip,事業年度,BIGINT,False,False
tbl_6_1,その他備考,6-1_RS_2024_その他備考.zip,予算事業ID,BIGINT,False,False
tbl_6_1,その他備考,6-1_RS_2024_その他備考.zip,事業名,VARCHAR,False,False
tbl_6_1,その他備考,6-1_RS_2024_その他備考.zip,府省庁の建制順,BIGINT,False,False
tbl_6_1,その他備考,6-1_RS_2024_その他備考.zip,政策所管府省庁,VARCHAR,False,False
tbl_6_1,その他備考,6-1_RS_2024_その他備考.zip,府省庁,VARCHAR,False,False
tbl_6_1,その他備考,6-1_RS_2024_その他備考.zip,局・庁,VARCHAR,False,False
tbl_6_1,その他備考,6-1_RS_2024_その他備考.zip,部,VARCHAR,False,False
tbl_6_1,その他備考,6-1_RS_2024_その他備考.zip,課,VARCHAR,False,False
tbl_6_1,その他備考,6-1_RS_2024_その他備考.zip,室,VARCHAR,False,False
tbl_6_1,その他備考,6-1_RS_2024_その他備考.zip,班,VARCHAR,False,False
tbl_6_1,その他備考,6-1_RS_2024_その他備考.zip,係,VARCHAR,False,False
tbl_6_1,その他備考,6-1_RS_2024_その他備考.zip,備考,VARCHAR,False,False
